id,Name,Description,Level,BeginnerTime,BeginnerCount,TargetMuscle,AnimationFile,ClipSource,ImageFile,MET,Part,Type,BasicCount,IntermediateCount,AdvancedCount,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,
104,풀 플랭크,"코어 근육을 포함한 전신 근육을 강화하는 기본적인 맨몸 운동입니다. 이 운동은 몸을 곧게 펴고, 팔꿈치가 아닌 손바닥으로 바닥을 지탱하며 수행됩니다. 풀 플랭크는 복부 근육, 등 근육, 어깨, 팔, 그리고 다리 근육에 동시에 작용하여, 전반적인 근력과 코어 안정성을 향상시키는 데 효과적입니다. 이 운동은 또한 체력과 균형 감각을 개선하는 데에도 도움이 됩니다.",쉬움,30,0,"[""대퇴사두근"",""상부승모근"",""삼각근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,5,"[""허벅지""]",하체,0,0,0,,,,3,1,0,
105,프랭크 레이즈,"표준 플랭크 운동에 한쪽 팔 또는 다리를 들어올리는 동작을 추가한 변형 운동입니다. 이 운동은 코어 근육을 강화하는 동시에 균형 감각과 안정성을 향상시킵니다. 플랭크 레이즈는 한쪽 팔이나 다리를 들어올림으로써 추가적인 도전을 제공하며, 이를 통해 복부, 등, 엉덩이, 그리고 다리 근육에 더 강한 자극을 줍니다. 이 운동은 전반적인 코어 근력을 강화하고, 몸의 균형과 조정 능력을 개선하는 데에 효과적입니다.",힘듬,30,12,"[""대흉근"",""삼두근"",""복직근"",""전거근"",""광배근""]",,https://youtu.be/rhXZaDddnho,,7,"[""코어""]",상체,12,24,48,3,"[1,2]",,1,중복삭제,,삭제완료
106,플랭크 숄더 탭,"표준 플랭크 운동에 어깨를 번갈아 탭하는 동작을 추가한 변형 운동입니다. 이 운동은 코어 근육을 강화하고 상체의 안정성을 향상시키며, 어깨 근육에도 자극을 제공합니다. 플랭크 숄더 탭은 코어의 근력과 조정 능력을 증진시키고, 균형 감각을 개선하는 데 효과적이며, 전반적인 체력과 근력을 강화하는 데에도 도움이 됩니다.",보통,30,16,"[""복직근"",""대흉근"",""삼각근""]",,https://youtu.be/6aLNkT1F3hw,,6,"[""코어""]",상체,16,32,64,3,"[1,2]",,1,2,0,
107,플랭크,"코어 근육을 강화하는 기본적인 맨몸 운동입니다. 이 운동은 몸을 곧게 펴고, 팔꿈치와 발끝으로 체중을 지탱하며 수행됩니다. 플랭크는 복부, 등, 어깨, 팔, 그리고 다리 근육에 동시에 작용하여, 전반적인 근력과 코어 안정성을 향상시키는 데 효과적입니다. 또한, 이 운동은 체력과 균형 감각을 개선하는 데에도 도움이 됩니다.",보통,30,0,"[""복직근"",""복횡근"",""척추기립근""]",,https://youtu.be/LLm_pT-pYIc,,6,"[""코어""]",상체,0,0,0,3,"[1,2]",,2,1,0,
108,플랭크 다리 올리기(L),"기본 플랭크 자세에서 한쪽 다리를 번갈아 올리는 동작을 추가하여 코어 근육과 하체 근육을 강화하는 운동입니다. 이 변형은 코어의 안정성을 향상시키는 동시에, 엉덩이와 햄스트링에 추가적인 자극을 제공합니다. 플랭크 다리 올리기는 복부 근력을 증진시키고, 하체 근육의 균형과 조정 능력을 개선하는 데 효과적인 운동입니다.",힘듬,30,16,"[""복직근"",""대퇴사두근"",""대퇴이두근"",""비복근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,7,"[""코어""]",상체,16,32,64,,,,3,1,1,
109,허리 스트레칭,"허리와 등 근육의 긴장을 완화하고 유연성을 증진시키는 데 도움이 되는 운동입니다. 이 스트레칭은 허리 주변의 근육을 이완시켜 통증과 뻣뻣함을 줄이고, 척추의 이동 범위를 향상시키는 데 효과적입니다. 정기적인 허리 스트레칭은 장시간 앉아 있는 생활 방식으로 인한 허리 통증을 완화하고, 전반적인 자세를 개선하는 데에도 도움이 됩니다.",,30,0,"[""복직근"",""상완삼두근"",""완요골근""]",,https://youtu.be/Gt8SxRySFHk,,3,,상체,0,0,0,,,,3,1,0,
110,허벅지 안쪽 스트레칭(L),"허벅지의 내측 근육, 즉 내전근을 이완시키고 유연성을 증진시키는 운동입니다. 이 스트레칭은 허벅지 안쪽 근육의 긴장을 완화하고, 이동 범위를 향상시키며, 하체의 균형과 전반적인 움직임을 개선하는 데 도움이 됩니다. 허벅지 안쪽 스트레칭은 특히 장시간 앉아 있거나 강도 높은 하체 운동 후에 근육을 효과적으로 이완시키는 데 유용합니다.",,30,0,"[""대퇴사두근"",""대퇴이두근"",""비복근""]",,https://youtu.be/pyNhm_4iJIo,,3,,하체,0,0,0,,,,3,1,1,
111,디클라인 맨몸 푸쉬업,"기본 푸쉬업의 변형으로, 하체가 상체보다 높은 위치에 있을 때 수행하는 운동입니다. 이 운동은 특히 가슴의 하부 근육과 어깨, 그리고 삼두근에 강한 자극을 제공합니다. 디클라인 맨몸 푸쉬업은 가슴 근육의 전체적인 발달을 촉진하고, 상체의 근력과 안정성을 강화하는 데 효과적인 운동입니다. 이 운동은 상체 근육의 조화로운 강화와 체력 향상에도 도움이 됩니다.",보통,30,16,"[""대흉근"",""상완 삼두근"",""전방 삼각근""]",,https://youtu.be/TDVfnaCqJvE,,4,"[""가슴""]",상체,16,32,64,3,"[1,2]",,1,1,0,
112,다이아몬드 푸쉬업,"표준 푸쉬업의 변형으로, 손가락을 서로 가까이 대고 다이아몬드 모양을 만들며 수행하는 운동입니다. 이 운동은 특히 삼두근과 가슴 근육의 중앙 부분에 강한 자극을 제공합니다. 다이아몬드 푸쉬업은 삼두근의 강화와 가슴 근육의 조화로운 발달을 촉진하며, 상체의 전반적인 근력과 안정성을 향상시키는 데 효과적인 운동입니다.",힘듬,30,10,"[""상완 삼두근"",""대흉근"",""전방 삼각근""]",,https://youtu.be/IOnwJGOrOnk,,4.5,"[""팔&가슴""]",상체,10,20,40,0,"[1,2]",,1,1,0,
113,프라울러 푸쉬업,"기본 푸쉬업에 프라울러(앞으로 팔을 뻗어 체중을 이동시키는 동작)을 결합한 고급 운동입니다. 이 운동은 상체 근력, 특히 가슴, 어깨, 삼두근을 강화하며, 코어 근육과 하체의 안정성에도 도전합니다. 프라울러 푸쉬업은 상체와 코어의 근력을 증진시키고, 전신의 조정 능력과 체력을 개선하는 데 효과적인 운동입니다.",힘듬,30,8,"[""대흉근"",""상완 삼두근"",""복직근"",""척추기립근""]",,https://youtu.be/3KU8cviQXFQ,,5,"[""가슴""]",상체,8,16,32,2,"[1,2]",,1,1,0,
114,그랜마 푸쉬업,"표준 푸쉬업의 간소화된 형태로, 무릎을 대고 수행하는 운동입니다. 이 운동은 상체의 근력을 강화하는데 도움이 되며, 특히 가슴, 어깨, 삼두근에 자극을 제공합니다. 무릎 푸쉬업은 표준 푸쉬업보다 부담이 적어 초보자나 상체 근력이 약한 사람들에게 적합하며, 상체 근육의 기초력을 쌓는 데 효과적인 운동입니다.",쉬움,30,18,"[""대흉근"",""상완 삼두근""]",,https://youtu.be/dasngu70oOU,,2,"[""가슴""]",상체,18,36,72,1,"[1,2]",,1,1,0,
115,타올 풀 업,"등 근육과 팔 근육을 강화하는 맨몸 운동입니다. 이 운동은 바닥에 엎드린 자세에서 손에 타올을 잡고, 타올을 당기는 듯한 동작을 수행하며 등과 팔의 근육을 사용합니다. 엎드려서 하는 타올 풀업은 특히 상부 등 근육과 삼두근을 타겟으로 하며, 등 근육의 강화와 팔의 근력을 증진시키는 데 효과적인 운동입니다. 이 운동은 풀업 바가 없는 환경에서 등 근육을 강화하고자 할 때 유용합니다.",보통,30,15,"[""광배근"",""승모근"",""후방 삼각근""]",,https://youtu.be/tdok1jBH0Mk,,4.5,"[""등""]",상체,15,30,60,1,"[1,2]",,1,1,0,
116,보트 리프트,"등 근육과 코어 근육을 강화하는 맨몸 운동입니다. 이 운동은 바닥에 엎드린 자세에서 팔과 다리를 동시에 들어 올리는 동작을 수행합니다. 엎드려서 하는 보트 리프트는 하부 등 근육과 코어 근육에 집중적인 자극을 제공하며, 척추 주변 근육의 안정성을 향상시키는 데 도움이 됩니다. 이 운동은 또한 전반적인 자세 개선과 근력 증진에도 기여할 수 있습니다.",보통,30,14,"[""극하근"",""대둔근"",""대퇴이두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,"[""등""]",둘다,14,28,56,,,,3,1,0,
117,버터플라이,"상부 등 근육과 어깨 근육을 강화하는 맨몸 운동입니다. 이 운동은 바닥에 엎드린 자세에서 팔을 양옆으로 벌리고, 어깨와 등 근육을 사용하여 팔을 위로 들어 올리는 동작을 수행합니다. 엎드려서 하는 버터플라이는 상부 등 근육과 어깨 근육에 집중적인 자극을 제공하며, 등 근육의 탄력을 증진시키고, 전반적인 자세를 개선하는 데에도 도움이 됩니다. 이 운동은 특히 어깨의 이동 범위를 확장하고 근육의 균형을 개선하는 데 효과적입니다.",보통,30,12,"[""광배근"",""승모근"",""후방 삼각근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,"[""등""]",상체,12,24,48,,,,3,1,0,
118,Rocking Leaf,"등 근육과 코어 근육을 강화하며 유연성을 향상시키는 맨몸 운동입니다. 이 운동은 바닥에 엎드린 자세에서 상체와 하체를 동시에 들어 올려 '바닥에서의 락킹(흔들리는)' 동작을 수행합니다. Rocking Leaf는 하부 등 근육과 코어 근육에 자극을 주며, 척추 주변 근육의 안정성과 유연성을 향상시키는 데 도움이 됩니다. 이 운동은 또한 자세 개선과 전신 근력 증진에도 기여할 수 있습니다.",보통,30,12,"[""척추기립근"",""대둔근"",""대퇴이두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,4,"[""등""]",둘다,12,24,48,,,,3,1,0,
119,맨몸 렛풀다운,"등 근육을 중점적으로 강화하는 맨몸 운동입니다. 이 운동은 바닥에 엎드린 자세에서 상체를 살짝 들어 올리고, 팔을 앞으로 뻗은 후 가슴 방향으로 당기는 동작을 반복합니다. 엎드려서 하는 맨몸 렛풀다운은 특히 상부 등 근육과 삼두근에 자극을 제공하며, 등 근육의 강화와 자세 개선에 도움이 됩니다. 이 운동은 풀업 바가 없는 환경에서 등 근육을 효과적으로 강화하는 대안으로 사용될 수 있습니다.",보통,30,14,"[""광배근"",""승모근"",""후방 삼각근""]",,https://www.youtube.com/watch?v=wdcyG6PWMak,,3,"[""등""]",상체,14,28,56,1,"[1,2]",,1,1,0,
120,견갑골 푸쉬업,"견갑골 주변 근육을 강화하고 이동 범위를 향상시키는 맨몸 운동입니다. 이 운동은 표준 푸쉬업 자세를 취한 후, 팔을 곧게 유지하면서 견갑골을 모으고 펴는 동작을 중점적으로 수행합니다. 견갑골 푸쉬업은 어깨 주변 근육의 안정성을 향상시키고, 어깨의 이동 범위를 개선하며, 상체의 전반적인 근력과 자세를 개선하는 데 도움이 됩니다. 이 운동은 특히 어깨 관련 부상 예방과 재활에 유용합니다.",보통,30,16,"[""승모근"",""견갑하근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,"[""등""]",상체,16,32,64,,,,3,1,0,
121,플랭크 로우,"플랭크 자세를 기반으로 한쪽 팔로 로우 동작을 수행하는 운동입니다. 이 운동은 코어 근육뿐만 아니라, 상체, 특히 등 근육과 팔 근육을 강화합니다. 플랭크 로우는 팔꿈치를 구부려 한쪽 손을 가슴 쪽으로 당기는 동작을 포함하며, 이를 통해 코어의 안정성을 유지하면서 등과 어깨 근육에 자극을 줍니다. 이 운동은 코어 근육의 균형과 조정 능력을 증진시키고, 상체 근력을 강화하는 데 효과적입니다.",보통,30,14,"[""광배근"",""삼각근"",""승모근"",""복직근"",""복사근""]",,https://youtu.be/7vwb5xwCPTo,,3,"[""등""]",상체,14,28,56,1,"[1,2]",,1,2,0,
122,Seated Towel Row (앉아서 수건 당기기),"앉은 자세에서 수건을 이용해 수행하는 등 근육 강화 운동입니다. 이 운동은 견고한 물체(예: 문손잡이)에 수건을 걸고, 앉아서 수건 양 끝을 잡은 후 몸을 뒤로 당기는 동작을 반복합니다. Seated Towel Row는 주로 상부 및 중부 등 근육, 특히 광배근과 삼두근을 타겟으로 하며, 등의 근력을 증진시키고, 어깨의 안정성을 향상시키는 데 도움이 됩니다. 이 운동은 집이나 제한된 공간에서도 쉽게 할 수 있어, 효과적인 맨몸 훈련 방법 중 하나입니다.",보통,30,12,"[""광배근"",""승모근"",""이두근"",""후방 삼각근""]",,https://youtu.be/fquNH1VBsbs,,5,"[""등""]",둘다,12,24,48,1,"[1,2]",,1,1,0,
123,상체 당기기,"등과 상체 근육을 강화하는 맨몸 운동입니다. 이 운동은 바닥에 누워서 자세를 취한 후, 상체를 들어 올려서 등을 사용하여 상체를 바닥에서 멀리 들어 올리는 동작을 수행합니다. Body Pull은 상부 등 근육과 상체 근육을 강화하며, 등의 근력과 안정성을 향상시키는 데 도움을 줍니다. 이 운동은 표준 풀업 또는 철봉이 없는 환경에서 등 근육을 효과적으로 강화하는 대안으로 사용될 수 있습니다.",힘듬,30,8,"[""광배근"",""승모근"",""이두근"",""후방 삼각근""]",,https://youtu.be/wc2xACM9YTM,,5,"[""등""]",상체,8,16,32,1,"[1,2]",,1,1,0,
124,아쳐 푸쉬업,"푸쉬업의 변형 운동 중 하나로, 상체 한쪽을 다른 쪽으로 이동시키면서 수행하는 운동입니다. 이 운동은 가슴, 어깨, 삼두근의 근육을 강화하는 데 중점을 두며, 코어 근육과 상체의 균형을 개선합니다.",힘듬,30,8,"[""대흉근"",""삼두근"",""전방 삼각근""]",,https://youtu.be/wCiSKj8CGKQ,,7,"[""가슴""]",상체,8,16,32,0,"[1,2]",,1,2,0,
125,파이크 푸쉬업,"어깨 근육을 중점적으로 강화하는 맨몸 운동입니다. 이 운동은 표준 푸쉬업과 비슷한 자세로 시작하지만, 엉덩이를 높이 들어 올리는 파이크 자세로 몸을 조절합니다. 그 후 상체를 내려서 어깨 근육을 사용하여 상체를 들어 올리는 동작을 반복합니다. 파이크 푸쉬업은 어깨, 삼두근, 상체의 상부 근육에 집중적인 자극을 제공하며, 상체 근력과 안정성을 향상시키는 데 도움이 됩니다. 또한 표준 푸쉬업보다 더 많은 어깨 근육을 사용하므로 어깨 강화에 효과적인 운동 중 하나입니다.",힘듬,30,8,"[""전방 삼각근"",""삼두근"",""대흉근""]",,https://youtu.be/VCIKvXsxngI,,7,"[""등""]",상체,8,16,32,3,"[1,2]",,1,1,0,
126,TY레이즈,"어깨 근육을 강화하는 운동 중 하나입니다. 이 운동은 주로 어깨의 후면 부분을 목표로 하는데, 후면 어깨 근육을 효과적으로 강화하는 데 사용되는 운동입니다.",쉬움,30,14,"[""승모근"",""후방삼각근""]",,https://youtu.be/Pya9BvipDR4,,3,"[""등""]",상체,14,28,56,,,,3,1,0,
127,HALF BURPEES (하프 버피),"전신 운동으로, 근력 강화와 심폐 지구력 향상에 도움을 주는 운동입니다. 팔굽혀펴기를 제외한 버피 동작을 수행하여 하체와 코어 근육을 강화하며, 빠른 속도로 반복하면 심폐 기능을 향상시키고 칼로리를 소모하여 체중 감량에 도움이 됩니다. 이 운동은 전신을 활용하여 효과적인 운동을 원하는 분들에게 적합합니다.",보통,30,12,"[""복직근"",""대퇴사두근"",""대둔근"",""전방 삼각근""]",,https://youtu.be/NIoGFghKr-E,,4,"[""전신""]",둘다,12,24,48,,"[3,4]",1,1,1,0,
128,좌우 푸쉬업 (SIDE TO SIDE) ,"전신 근육을 강화하는 운동으로, 가슴, 어깨, 삼두, 그리고 코어 근육을 동시에 다룹니다. 이 운동은 푸쉬업 동작 중 상체를 한 쪽으로 이동하는 독특한 동작을 통해 다양한 근육을 타겟으로 하며, 균형과 안정성을 향상시키는 데 도움이 됩니다. 이 운동을 통해 전신 강화와 균형 향상을 목표로 할 수 있습니다.",보통,30,10,"[""대흉근"",""삼두근"",""전방 삼각근""]",,https://youtu.be/DgkcQl-3zoc,,4,"[""가슴""]",상체,10,20,40,2,"[1,2]",,1,1,0,
129,엎드려서 후면 스트레칭(L),팔을 사용하여 등과 어깨 후면 근육을 스트레칭하는 운동입니다. 이 운동을 통해 근육의 긴장을 완화하고 유연성을 향상시킬 수 있습니다.,쉬움,30,0,"[""승모근"",""후면 삼각근""]",,https://youtu.be/tch8DiLvo14,,3,,상체,0,0,0,,,,3,1,1,
130,발목 돌려주기(L),발목 근육과 관절을 회전시켜 유연성을 높이는 운동입니다. 각 발목을 시계 방향과 반시계 방향으로 회전시켜 유연성을 향상시킬 수 있습니다.,쉬움,30,0,,,https://youtu.be/W78AJsPVX0k,,3,,하체,0,0,0,,,,3,1,1,
131,무릎 돌려주기,다리와 무릎을 스트레칭하는 운동입니다. 이로써 다리 근육과 무릎의 유연성을 향상시킬 수 있습니다.,쉬움,30,0,"[""무릎""]",,https://youtu.be/5QA4R7HO0XQ,,3,,하체,0,0,0,,,,3,1,0,
132,짧게 다리 펴주기(L),"한쪽 다리를 앞으로 뻗고 상체를 부드럽게 숙여 다리 뒤쪽의 햄스트링 근육을 효과적으로 늘려줍니다. 이 간단한 스트레칭은 다리 근육의 유연성을 증진시키고 긴장을 완화하는 데 도움을 줍니다, 특히 일상적인 활동에서 발생할 수 있는 근육 뻣뻣함과 불편함을 줄이는 데 이상적입니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/pekVd6wH8DA,,3,,하체,0,0,0,,,,3,1,1,
133,깊게 다리 펴주기(L),"한쪽 다리를 앞으로 뻗고 상체를 부드럽게 숙여 다리 뒤쪽의 햄스트링 근육을 효과적으로 늘려줍니다. 이 간단한 스트레칭은 다리 근육의 유연성을 증진시키고 긴장을 완화하는 데 도움을 줍니다, 특히 일상적인 활동에서 발생할 수 있는 근육 뻣뻣함과 불편함을 줄이는 데 이상적입니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/on6GPTNhEM0,,3,,하체,0,0,0,,,,3,1,1,
134,몸통 비틀기(L),"허벅지의 내측 근육인 대내전근을 타겟으로 한 효과적인 스트레칭입니다. 사용자는 이 스트레칭을 통해 허벅지 내측의 근육을 부드럽게 늘려, 근육의 유연성을 증진시키고, 긴장을 완화할 수 있습니다. 이 스트레칭은 하체의 움직임 범위를 개선하고, 특히 하체를 많이 사용하는 운동이나 활동에서 발생할 수 있는 부상 위험을 줄이는 데에도 도움이 됩니다/",,30,0,"[""대내전근""]",,https://youtu.be/O3euM0g-OAQ,,3,,하체,0,0,0,,,,3,1,1,
135,앞굽이 자세(L),"발목과 하부 다리의 근육, 특히 종아리 근육에 집중적인 스트레칭을 제공합니다. 사용자는 이 스트레칭을 통해 종아리의 근육을 효과적으로 늘려, 근육의 유연성을 향상시키고 긴장을 완화할 수 있습니다. 이 운동은 하체 순환을 촉진하고, 장시간 서 있거나 걷는 활동 후에 발생할 수 있는 뻣뻣함과 불편함을 감소시키는 데 탁월합니다. 또한, 종아리 근육을 강화하고 발목의 안정성을 개선하는 데도 도움을 줍니다.""",,30,0,"[""비복근""]",,https://youtu.be/g5W6rBHzTiM,,3,,하체,0,0,0,,,,3,1,1,
136,사선 몸통 기울이기(L),"상체의 전면과 측면 근육을 동시에 늘려주는 운동입니다. 사용자는 이 스트레칭을 통해 가슴의 전거근과 옆구리의 외복사근을 부드럽게 스트레칭하며, 이는 상체의 유연성을 향상시키고 근육의 긴장을 해소하는 데 효과적입니다. 이 운동은 특히 상체를 자주 사용하는 일상 활동이나 운동 후 근육이 뻣뻣해졌을 때, 근육의 이완과 움직임 범위 개선에 도움을 줍니다. 또한, 상체의 균형과 자세 개선에도 기여합니다.",,30,0,,,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,,상체,0,0,0,,,,3,1,1,
137,누워서 고관절 스트레칭(L),"고관절 주변 근육과 인대에 집중하는 이완 운동입니다. 사용자는 누운 자세에서 한쪽 다리를 가슴 쪽으로 당기고, 반대쪽 다리는 바닥에 평평하게 유지하면서 고관절과 주변 근육을 부드럽게 스트레칭합니다. 이 스트레칭은 고관절의 유연성을 향상시키고, 하체 근육의 긴장을 완화하는 데 도움을 줍니다. 특히 앉아 있는 생활이 많거나 하체를 많이 사용하는 운동을 하는 사람들에게 권장되며, 하체의 움직임 범위를 넓히고, 하체 및 골반의 균형을 개선하는 데에도 유익합니다.""",,30,0,"[""고관절""]",,https://youtu.be/fTD_irSifKo,,3,,하체,0,0,0,,,,3,1,1,
138,흉추 스트레칭(L),"상체 중앙 부위인 흉추의 유연성을 개선하고 긴장을 완화하는데 중점을 둔 운동입니다. 사용자는 이 스트레칭을 통해 흉추 주변 근육과 인대를 부드럽게 늘려, 상체의 유연성을 향상시키고 등의 긴장을 해소할 수 있습니다. 이 스트레칭은 장시간 앉아 있거나 컴퓨터 작업을 많이 하는 사람들에게 특히 유용하며, 자세 개선과 통증 감소에 도움을 줍니다. 또한, 호흡이나 상체 움직임에 필요한 근육의 움직임 범위를 넓히는 데에도 기여합니다.",,30,0,"[""흉추""]",,https://youtu.be/Od-rqO4WOpE,,3,,상체,0,0,0,,,,3,1,1,
139,힙 스트레칭(L),"엉덩이 근육, 특히 엉덩이의 큰 근육군인 대둔근과 중둔근에 초점을 맞춘 스트레칭입니다. 사용자는 이 스트레칭을 통해 엉덩이 주변의 근육을 부드럽게 늘려, 근육의 유연성을 증진시키고 긴장을 완화할 수 있습니다. 이 운동은 특히 장시간 앉아 있는 생활 방식이나 하체를 많이 사용하는 운동 후에 엉덩이 근육이 뻣뻣해질 때 매우 유용하며, 하체의 움직임 범위를 개선하고 골반 및 척추의 균형을 조정하는 데에도 도움을 줍니다.",,30,0,"[""대둔근""]",,https://youtu.be/kWlo8MgPJlI,,3,,하체,0,0,0,,,,3,1,1,
140,햄스트링 스트레칭(L),"바닥에 앉은 자세에서 한쪽 다리를 뻗고 상체를 천천히 앞으로 숙여, 다리 뒤쪽 햄스트링 근육에 깊은 스트레칭을 제공합니다. 이 운동은 햄스트링의 유연성을 향상시키고, 근육의 긴장과 뻣뻣함을 완화하는데 효과적이며, 하체의 움직임 범위를 개선하고, 일상 생활이나 다른 운동 활동 중 발생할 수 있는 부상을 예방하는 데 도움을 줍니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/e8HvaxK1QsM,,3,,하체,0,0,0,,,,3,1,1,
141,힙 스트레칭 누워서(L),"바닥에 누운 자세에서 엉덩이 근육을 깊게 스트레칭하는 운동입니다. 이 스트레칭은 특히 대둔근과 중둔근을 타겟으로 하여, 엉덩이와 하체의 긴장을 완화하고 유연성을 증진시킵니다. 사용자는 한쪽 무릎을 가슴 쪽으로 당기고 반대쪽 다리는 바닥에 뻗어, 엉덩이 주변 근육에 집중적인 스트레칭을 제공합니다. 이 스트레칭은 장시간 앉아 있는 생활로 인해 발생할 수 있는 엉덩이의 뻣뻣함과 불편함을 해소하는데 효과적이며, 하체의 움직임 범위와 전반적인 균형을 개선하는 데에도 유익합니다.",,30,0,"[""대둔근""]",,https://youtu.be/poq2_hv5S1A,,3,,하체,0,0,0,,,,3,1,1,
142,맨몸 프론트 레터럴 레이즈,"어깨 근육, 특히 전면과 측면 어깨 근육을 강화하는 맨몸 운동입니다. 사용자는 팔을 양 옆이나 앞으로 부드럽게 들어 올리며, 어깨 근육에 집중적인 자극을 제공합니다. 이 운동은 추가 장비 없이도 어깨의 근력과 안정성을 향상시키며, 상체의 전반적인 균형과 자세를 개선하는 데 도움을 줍니다. 특히 상체의 근력이 약한 초보자나 맨몸 운동을 선호하는 사람들에게 적합합니다.",쉬움,30,0,"[""전방 삼각근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,"[""어깨""]",상체,0,0,0,,,,3,1,0,
143,맨몸 사이드 레터럴 레이즈,"어깨 근육, 특히 어깨의 측면을 강화하는 운동입니다. 사용자는 팔을 옆으로 부드럽게 들어 올리면서 어깨의 측면 근육에 집중적인 자극을 제공합니다. 이 운동은 어깨 근육의 균형과 톤을 개선하는 데 효과적이며, 추가 장비 없이도 상체의 힘과 안정성을 향상시키는 데 도움을 줍니다. 맨몸으로 수행되는 이 운동은 어깨의 이동 범위를 넓히고, 전체적인 상체 자세를 개선하는 데에도 기여합니다.",쉬움,30,0,"[""측면 삼각근""]",,https://youtu.be/xTN2XhkqnbE,,3,"[""어깨""]",상체,0,0,0,,,,3,1,0,
